NOMINA DE AGENTES RETENEDORES DE CAMBIO DE SUJETO ACTUALIZADA CON INFORMACION DE PUBLICACIONES EN EL DIARIO OFICIAL HASTA EL MES ANTERIOR
 
Cuerpo del RUT;Digito Verificador;Nombre/Razon Social;Producto;Codigo Unidad;Nombre Unidad;Regional;Dependencia de DGC
96981030;1;CONSTRUCTORA NECSO-SACYR S A;CONTRATISTA;15000;SANTIAGO ORIENTE;15;SI
77738230;6;SUR INVERSIONES LIMITADA;GANADO;12205;PUNTA ARENAS;12;
77745320;3;SOCIEDAD CIFUENTES RUBIO LIMITADA;CONTRATISTA;09201;TEMUCO;9;
77759360;9;SOC COMERCIAL BUSTAMANTE LTDA;HARINA;04301;ILLAPEL;4;
77779870;7;CONSTRUCTORA CENTAURO LIMITADA;CONTRATISTA;20000;SANTIAGO NORTE;20;
77790540;6;MOLINERA DEL VALLE LIMITADA;HARINA;16403;BUIN;16;
96997940;3;YRZA CHILE S A;HARINA;15103;PROVIDENCIA;15;
96998260;9;MOLINERA AZAPA S A;HARINA;01101;ARICA;18;
77815940;6;PESQUERA HERNANDEZ LIMITADA;ESP. HIDROBIOLOS;08206;TALCAHUANO;8;
96999710;K;COEXCA S.A.;GANADO;07201;TALCA;7;
99501760;1;EMBOTELLADORAS CHILENAS UNIDAS S.A;RETENEDOR C.S. PARA CUMPLIMIENTO DE IVA;14000;SANTIAGO PONIENTE;14;SI
99502740;2;EMPRESA CONSTRUCTORA AZAPA S A;CONTRATISTA;05201;LA LIGUA;5;
99509260;3;OBRAS INDUSTRIALES SALFA S A;CONTRATISTA;15000;SANTIAGO ORIENTE;15;SI
77873150;9;COMERCIAL CHILLAN VIEJO LIMITADA;HARINA;08201;CONCEPCION;8;
77885560;7;ARROCERA LOS LLANOS DE PARRAL LIMITADA;ARROZ;07305;PARRAL;7;
77897320;0;AGROINDUSTRIAL TRIMMA LIMITADA;TRIGO;07301;LINARES;7;
77908390;K;SOC AGRICOLA Y GANADERA LOS MAITENES DE OROMO LTDA;GANADO;10201;OSORNO;10;
99520190;9;EMPRESA DE OBRAS CIVILES Y DE ARQUITECTURA SALFA S A;CONTRATISTA;15000;SANTIAGO ORIENTE;15;
77962130;8;SOC COMERCIAL DISTRIBUIDORA CHILOE LIMITADA;HARINA;10406;ANCUD;10;
77965620;9;IMPORTADORA Y ALIMENTOS ICB FOOD SERVICE SPA;CARNE;20000;SANTIAGO NORTE;20;
77972590;1;COMERCIALIZADORA DE CARNES GUERRA SPA;CARNE;07101;CURICO;7;
52000616;8;COMERCIAL PRAXEDES DEL ROSARIO PIZARRO LANDERO SPA;CHATARRA;16000;SANTIAGO SUR;16;
99533660;K;CORPORACION S.A.;BERRIES;13000;SANTIAGO CENTRO;13;
77998630;6;T Y P INGENIERIA Y MONTAJES ELECTRICOS S.A.;CONTRATISTA;16000;SANTIAGO SUR;16;
76008190;6;SOC COMERCIALIZADORA DE CARNES MULCHEN LIMITADA;CARNE;15105;NUNOA;13;
76013120;2;MOLINERA Y COMERCIAL CARLOS MARCENARO LIMITADA;TRIGO;08101;REGIONAL CHILLAN;21;
76019440;9;COMERCIAL CAMPO SUR LIMITADA;GANADO;15000;SANTIAGO ORIENTE;15;
99541120;2;METALES TRACOMEX LIMITADA;CHATARRA;15000;SANTIAGO ORIENTE;15;
99546400;4;CONSERVACION PATAGONICA CHILE S A;GANADO;10303;PUERTO VARAS;10;
99547030;6;FRIGORIFICO PATAGONIA S A;GANADO;12301;PORVENIR;12;
76231860;1;CONSTRUCTORA CASABLANCA LIMITADA;CONTRATISTA;15000;SANTIAGO ORIENTE;15;
76082960;9;CONJUNTOS ESTRUCTURALES SUR SPA;CONTRATISTA;08206;TALCAHUANO;8;
76088280;1;POSTAGRO IMPREGNADOS LIMITADA;MADERA;14000;SANTIAGO PONIENTE;14;
76123890;6;INGENIERIA Y CONSTRUCCIONES CIMBRA LIMITADA;CONTRATISTA;14000;SANTIAGO PONIENTE;14;
99565000;2;DISTRIBUIDORA ASPEN S A;ESP. HIDROBIOLOS;10301;PUERTO MONTT;10;
76146990;8;EMPRESA DE SERVICIOS ELECTRICOS PROTELEC LIMITADA;RETENEDOR C.S. PARA CUMPLIMIENTO DE IVA;06110;SAN VICENTE TAGUA TAGUA;6;
76154530;2;SOC AGRICOLA Y DE INVERSIONES RUCACHOROY LIMITADA;GANADO;10109;LA UNION;19;
99568360;1;FORESTAL PACIFICO SPA;MADERA;08201;CONCEPCION;8;
76160170;9;PATAGONIA FOOD S.A.;BERRIES;09201;TEMUCO;9;
76181600;4;EMPRESA PESQUERA ALBESA LIMITADA;ESP. HIDROBIOLOS;08206;TALCAHUANO;8;
76182800;2;COMERCIAL BIGGER LA UNION LIMITADA;HARINA;10201;OSORNO;10;
76186520;K;AGRICOLA GANASUR Y COMPANIA;GANADO;09201;TEMUCO;9;
76186690;7;AGROINDUSTRIA PINOCHET FUENZALIDA LIMITADA;BERRIES;07101;CURICO;7;
99575430;4;PESQUERA BAHIA CALDERA S.A;ESP. HIDROBIOLOS;03201;COPIAPO;3;SI
76192340;4;SOC COMERCIAL ORION LIMITADA;ESP. HIDROBIOLOS;10301;PUERTO MONTT;10;
76251580;6;GANADERA VARONA LTDA;GANADO;11401;COYHAIQUE;11;
99594910;5;COAGRA AGROINDUSTRIAL S A;TRIGO;06101;RANCAGUA;6;SI
76308850;2;PESQUERA AMANECER SPA.;ESP. HIDROBIOLOS;08201;CONCEPCION;8;
76414370;1;CONSTRUCTORA LAGO YULTON LTDA;CONTRATISTA;11101;AYSEN;11;
76458190;3;SOCIEDAD FRIGORIFICO SAN AGUSTIN LIMITADA;BERRIES;08109;SAN CARLOS;21;
76467560;6;AS METALS LIMITADA;CHATARRA;16000;SANTIAGO SUR;16;
76469620;4;AGRICOLA CAMINO REAL LIMITADA;GANADO;10201;OSORNO;10;
76492730;3;AGRICOLA Y GANADERA AGROCARNE LTDA;CARNE;06205;SANTA CRUZ;6;
76608440;0;COMERCIAL DE METALES LOS ANDES LIMITADA;CHATARRA;05701;LOS ANDES;5;
76677460;1;AGROGANADERA LAS PENAS LIMITADA;GANADO;08101;REGIONAL CHILLAN;21;
76738840;3;RECICLO SUR LIMITADA;CHATARRA;09201;TEMUCO;9;
76750520;5;FLOTA HUALPEN LIMITADA;RETENEDOR C.S. PARA CUMPLIMIENTO DE IVA;14000;SANTIAGO PONIENTE;14;
76774910;4;COM SUSARON OLIMPO LTDA;CARNE;14109;MAIPU;14;
76808270;7;TRANSPORTES SPATE SPA;RETENEDOR C.S. PARA CUMPLIMIENTO DE IVA;14109;MAIPU;14;
76822760;8;SOCIEDAD RECUPERADORA VALPARAISO Y COMPANIA LIMITADA;CHATARRA;05301;VALPARAISO;5;
76824640;8;TRUEBOND CHILE REVESTIMIENTOS LTDA;CONTRATISTA;16300;LA FLORIDA;16;
76829140;3;COMERCIAL SUSARON ALAMEDA LTDA;CARNE;14000;SANTIAGO PONIENTE;14;
76830710;5;AGRICOLA INDEPENDENCIA SPA;BERRIES;07201;TALCA;7;
76860960;8;AGRICOLA, GANADERA Y FORESTAL MATUCHEN LIMITADA;GANADO;15000;SANTIAGO ORIENTE;15;
76885560;9;FORESTAL LOS ANDES SPA;MADERA;08201;CONCEPCION;8;
76887600;2;SOC COMERCIALIZADORA MULTICARNES LTDA;GANADO;02201;ANTOFAGASTA;2;
76946040;3;GLOBAL TRADE COMPANY SA;CARNE;15000;SANTIAGO ORIENTE;15;
76959890;1;SIENA CONSTRUCTORA  S.A.;CONTRATISTA;15000;SANTIAGO ORIENTE;15;
76961000;6;CONSTRUCTORA ECORA SOCIEDAD ANONIMA;CONTRATISTA;02201;ANTOFAGASTA;2;
76000021;3;COMERCIAL LIBRA , LIMITADA;CHATARRA;08206;TALCAHUANO;8;
76000759;5;INVERSIONES PATAGONICA S.A.;VTA DIARIOS, REVISTAS;15103;PROVIDENCIA;15;
76004282;K;HERICH ALEJANDRO HAURI GOMEZ E HIJOS LIMITADA;HARINA;09201;TEMUCO;9;
76012143;6;MOLINERA SAN PEDRO S.A.;HARINA;06101;RANCAGUA;6;
76010722;0;SOCIEDAD DE PROCESAMIENTOS INDUSTRIALES SA;CHATARRA;20000;SANTIAGO NORTE;20;
76012631;4;AGRICOLA LA LAGUNA LIMITADA;GANADO;10201;OSORNO;10;
76013026;5;ASEO INDUSTRIAL Y MANEJO DE RESIDUOS ALGORTA LIMITADA;CHATARRA;02201;ANTOFAGASTA;2;
76011573;8;TOROMIRO SPA;GANADO;10201;OSORNO;10;
76018692;9;COMPANIA GENERAL DE CONSTRUCCIONES CGC LIMITADA;CONTRATISTA;04103;COQUIMBO;4;
76022381;6;AGRICOLA Y GANADERA CALPULLI LIMITADA;GANADO;10101;VALDIVIA;19;
76023919;4;SOCIEDAD DE SERVICIOS METALMECANICOS INTEGRALES DEL SUR LIMITADA;RETENEDOR C.S. PARA CUMPLIMIENTO DE IVA;10201;OSORNO;10;
76024008;7;COMERCIAL C Y R LIMITADA;CARNE;20000;SANTIAGO NORTE;20;
53308892;9;SUCESION RAUL ENRIQUE RUIEDI FRANCO;HARINA;09109;VICTORIA;9;
76031716;0;TIVAR HELICOPTEROS, ASESORIAS E INVERSIONES SPA;RETENEDOR C.S. PARA CUMPLIMIENTO DE IVA;13000;SANTIAGO CENTRO;13;
76032219;9;CONSTRUCTORA SOTERRA SPA;CONTRATISTA;08201;CONCEPCION;8;
76035041;9;BOHLE, ARAYA CONSTRUCCIONES S.A.;CONTRATISTA;08201;CONCEPCION;8;
76035861;4;AGRICOLA LOS DEL MONTE LTDA.;BERRIES;07101;CURICO;7;
76041105;1;INMOBILIARIA Y CONSTRUCTORA CLASS SPA EN LIQUIDACION;RETENEDOR C.S. PARA CUMPLIMIENTO DE IVA;15000;SANTIAGO ORIENTE;15;
76046889;4;MARTINEZ Y VALDIVIESO S.A.;RETENEDOR C.S. PARA CUMPLIMIENTO DE IVA;15000;SANTIAGO ORIENTE;15;
76059349;4;COMERCIALIZADORA Y ELABORADORA ZE FARMS SPA;PEQ.PROD.AGRICOLA;14000;SANTIAGO PONIENTE;14;
76060068;7;COMERCIAL MAS AGRO LIMITADA;HARINA;09109;VICTORIA;9;
76062693;7;SOCIEDAD COMERCIALIZADORA DEL SUR LIMITADA;CARNE;14000;SANTIAGO PONIENTE;14;
76064906;6;SOCIEDAD COMERCIAL RECUPERADORA DE MATERIALES RECICLABLES MARIA Y FAMILIA LIMITAD;CHATARRA;08401;LOS ANGELES;8;
76065561;9;FRIGORIFICO BALMACEDA SPA;CARNE;15000;SANTIAGO ORIENTE;15;
76071238;8;GANADERA PATAGONIA BEEF SPA;GANADO;09201;TEMUCO;9;
76081906;9;RECIPAR SOCIEDAD ANONIMA;CHATARRA;07101;CURICO;7;
76085679;7;COMERCIAL DACAF SPA;VENTAS CIGARRILLOS;15103;PROVIDENCIA;15;
76086405;6;SOCIEDAD COMERCIAL HEXEPAN LIMITADA;HARINA;05301;VALPARAISO;5;
76091747;8;ARRIGONI INGENIERIA Y CONSTRUCCION S.A.;CONTRATISTA;15103;PROVIDENCIA;15;
76092626;4;SERVICIOS GASTRON&#xD3;MICOS JOAQU&#xCD;N SALVATIERRA VARGAS E.I.R.L.;RETENEDOR C.S. PARA CUMPLIMIENTO DE IVA;13000;SANTIAGO CENTRO;13;
76433290;3;INMOBILIARIA CLC S.A.;RETENEDOR C.S. PARA CUMPLIMIENTO DE IVA;15000;SANTIAGO ORIENTE;15;
76097325;4;COMERCIALIZADORA GREEN FOODS LIMITADA,;RETENEDOR C.S. PARA CUMPLIMIENTO DE IVA;20000;SANTIAGO NORTE;20;
76098454;K;INTEGRAMEDICA S.A.;RETENEDOR C.S. PARA CUMPLIMIENTO DE IVA;13000;SANTIAGO CENTRO;13;SI
76098506;6;TRANSPORTE AGREDUCAM CALAMA S.A.;RETENEDOR C.S. PARA CUMPLIMIENTO DE IVA;02301;CALAMA;2;
76101661;K;SOCIEDAD DE SERVICIOS E INVERSIONES EDUARDO ALBERTO SALDIAS GOLDBERG LIMITADA;CARNE;08201;CONCEPCION;8;
76102533;3;VIDAL HERMANOS SOCIEDAD LIMITADA;HARINA;11101;AYSEN;11;
76107389;3;AGRICOLA TUQUI S.A.;BERRIES;04201;OVALLE;4;
76113422;1;EXFF SPA;BERRIES;07201;TALCA;7;
76117005;8;AGRICOLA Y GANADERA MANUEL MORAGA ALVAREZ E.I.R.L.;CARNE;05301;VALPARAISO;5;
76117982;9;COMERCIAL DE INVERSIONES SIDERIS LIMITADA;HARINA;11401;COYHAIQUE;11;
76129826;7;VECCHIOLA INGENIERIA Y CONSTRUCCION S.A.EN PROCEDIMIENTO CONCURSAL DE LIQUIDACION;RETENEDOR C.S. PARA CUMPLIMIENTO DE IVA;15000;SANTIAGO ORIENTE;15;
76130385;6;PROCARNE COMERCIAL S.A.;CARNE;10201;OSORNO;10;
76136972;5;VIRGIN MOBILE CHILE SPA;PREPAGO TELEFONIA;15103;PROVIDENCIA;15;
76145562;1;CONSTRUCTORA IPEC LIMITADA;CONTRATISTA;05302;VINA DEL MAR;5;
76148504;0;CONSTRUCTORA DEL BOSQUE LIMITADA;CONTRATISTA;09201;TEMUCO;9;
76165058;0;SOCIEDAD COMERCIAL SANTA ISABEL LIMITADA;CARNE;15103;PROVIDENCIA;15;
76178638;5;SOCIEDAD FAENADORA RIO CATO LIMITADA;GANADO;08101;REGIONAL CHILLAN;21;
76198811;5;FRIGORIFICO GOMEZ Y COMPANIA SPA;CARNE;16000;SANTIAGO SUR;16;
76204497;8;QUANTA SERVICES CHILE SPA;RETENEDOR C.S. PARA CUMPLIMIENTO DE IVA;15000;SANTIAGO ORIENTE;15;
76207908;9;COMERCIALIZADORA PRODUCTOS CAREN CUATRO LIMITADA;CARNE;16401;SAN BERNARDO;16;
76207983;6;SERVICIOS INDUSTRIALES Y RECICLADORA BIO BIO SOCIEDAD ANONIMA;CHATARRA;08206;TALCAHUANO;8;
76208304;3;LIFTUN MAPU SPA;CHATARRA;20000;SANTIAGO NORTE;20;
76211114;4;EMPRENDER CAPITAL LEASING SPA;RETENEDOR C.S. PARA CUMPLIMIENTO DE IVA;15000;SANTIAGO ORIENTE;15;
76191353;0;BAZA MELLA Y CIA LIMITADA;RETENEDOR C.S. PARA CUMPLIMIENTO DE IVA;13000;SANTIAGO CENTRO;13;
76215893;0;EXXAN SPA;CHATARRA;16401;SAN BERNARDO;16;
76219646;8;COMERCIAL CASTRO Y COX SPA;RETENEDOR C.S. PARA CUMPLIMIENTO DE IVA;06101;RANCAGUA;6;
76241963;7;COSAPI - MAS ERRAZURIZ SPA;RETENEDOR C.S. PARA CUMPLIMIENTO DE IVA;20000;SANTIAGO NORTE;20;
76227222;9;COPPERCABLES CHILE SPA;CHATARRA;20000;SANTIAGO NORTE;20;
76247273;2;ECHEVERRIA IZQUIERDO EDIFICACIONES S.A.;CONTRATISTA;15000;SANTIAGO ORIENTE;15;
76247595;2;ESSAAR CHILE SPA;CHATARRA;13000;SANTIAGO CENTRO;13;
76247945;1;FERBOCAR CHILE CONSTRUCCIONES S.A.EN PROCEDIMIENTO CONCURSAL DE LIQUIDACION;CONTRATISTA;15000;SANTIAGO ORIENTE;15;
76228541;K;COMERCIAL LAS INVERNADAS S.A.;CARNE;15103;PROVIDENCIA;15;
76229337;4;IMPORTADORA Y EXPORTADORA DE LA LUZ LIMITADA;GANADO;15000;SANTIAGO ORIENTE;15;
76253578;5;COMERCIALIZADORA SERCHEM SPA;CHATARRA;14000;SANTIAGO PONIENTE;14;
76254033;9;DUQUECO SPA;RETENEDOR C.S. PARA CUMPLIMIENTO DE IVA;15000;SANTIAGO ORIENTE;15;
76256446;7;SOCIEDAD RECICLADORA DE EXCEDENTES AMERICANOS LIMITADA;CHATARRA;05301;VALPARAISO;5;
76249985;1;MSI MINERIA SPA;RETENEDOR C.S. PARA CUMPLIMIENTO DE IVA;14109;MAIPU;14;
76270305;K;CYC ELEVATORS LIMITADA;CONTRATISTA;15000;SANTIAGO ORIENTE;15;
76270762;4;ALIMENTOS DEL SUR SPA;CARNE;20000;SANTIAGO NORTE;20;
76283478;2;CONSTRUCTORA TESTA SPA;CONTRATISTA;15000;SANTIAGO ORIENTE;15;
76290063;7;CONSTRUCTORA HW LIMITADA;CONTRATISTA;09201;TEMUCO;9;
76309098;1;COMERCIAL EL ABRA PAUL MICHAEL OSORIO MANCILLA E.I.R.L.;CHATARRA;20000;SANTIAGO NORTE;20;
76318996;1;CONSTRUCTORA IGS SPA;CONTRATISTA;05401;SAN ANTONIO;5;
76281075;1;TRANSA SPA;RETENEDOR C.S. PARA CUMPLIMIENTO DE IVA;13000;SANTIAGO CENTRO;13;
76301642;0;EXPORTADORA VISALPI SPA;CHATARRA;08206;TALCAHUANO;8;
76301703;6;EXPORTADORA BIO CITRUS SPA;RETENEDOR C.S. PARA CUMPLIMIENTO DE IVA;16300;LA FLORIDA;16;
76310249;1;LOS MAITENES SPA;CHATARRA;20000;SANTIAGO NORTE;20;
76338335;0;INVERSIONES ESCAZU CHILE SPA;CARNE;13000;SANTIAGO CENTRO;13;
76354125;8;COMERCIAL VERGARA LIMITADA;TRIGO;07101;CURICO;7;
76388064;8;TRESMONTES S.A;RETENEDOR C.S. PARA CUMPLIMIENTO DE IVA;15103;PROVIDENCIA;15;
59205870;7;NBI S.P.A AGENCIA EN CHILE;RETENEDOR C.S. PARA CUMPLIMIENTO DE IVA;15000;SANTIAGO ORIENTE;15;
10609894;8;VELASCO OLIVIER BRUNO;CONTRATISTA;04101;LA SERENA;4;
76414829;0;EQUIPOS Y SERVICIOS TREX SPA;RETENEDOR C.S. PARA CUMPLIMIENTO DE IVA;16401;SAN BERNARDO;16;
53322682;5;COMUNIDAD GARCIA ECHAVARRI LEONARDO GONZALO;GANADO;09201;TEMUCO;9;
76496144;7;SOCIEDAD COMERCIAL PROMETAL LIMITADA;CHATARRA;08101;REGIONAL CHILLAN;21;
76475639;8;RUFINO ARNEZ CONSTRUCCIONES ELECTROMECANICAS E.I.R.L.;RETENEDOR C.S. PARA CUMPLIMIENTO DE IVA;01201;IQUIQUE;1;
76464456;5;COMERCIALIZADORA DE MADERAS LOS AROMOS LIMITADA;MADERA;08303;LEBU;8;
76479798;1;CLC SERVICIOS INDUSTRIALES LIMITADA;RETENEDOR C.S. PARA CUMPLIMIENTO DE IVA;05302;VINA DEL MAR;5;
76505483;4;SOCIEDAD COMERCIALIZADORA RECICLADORA EXPORTADORA E IMPORTADORA DE METALES Y ACER;CHATARRA;08206;TALCAHUANO;8;
76519758;9;CONTRATAS LEZA SPA;RETENEDOR C.S. PARA CUMPLIMIENTO DE IVA;15000;SANTIAGO ORIENTE;15;
76497783;1;PRODUCTORA Y COMERCIALIZADORA DE ALIMENTOS MARVAL LIMITADA;CARNE;20000;SANTIAGO NORTE;20;
76522617;1;REXALUM SPA;CHATARRA;13000;SANTIAGO CENTRO;13;
65118652;8;COOPERATIVA AGRICOLA LECHERA NUEVO HORIZONTE LIMITADA;PEQ.PROD.AGRICOLA;10109;LA UNION;19;
76633424;5;INVERSIONES TORRES GONZALEZ SPA;RETENEDOR C.S. PARA CUMPLIMIENTO DE IVA;08201;CONCEPCION;8;
76580746;8;RECICLAJES RECILAMP SPA;CHATARRA;13000;SANTIAGO CENTRO;13;
76596816;K;PVA CHILE SPA;RETENEDOR C.S. PARA CUMPLIMIENTO DE IVA;04103;COQUIMBO;4;
76677542;K;SERVICIOS FERNANDA FRANCISCA VENEGAS MARTINEZ E.I.R.L.;RETENEDOR C.S. PARA CUMPLIMIENTO DE IVA;13000;SANTIAGO CENTRO;13;
76325915;3;SGM SERVICIOS  SPA;CHATARRA;02201;ANTOFAGASTA;2;
76453780;7;RECICLAJE LHP SPA;CHATARRA;14601;MELIPILLA;14;
76700522;9;ECOSAR SPA;CHATARRA;16000;SANTIAGO SUR;16;
76701281;0;NEW BORDER BUSINESS CENTER SPA;RETENEDOR C.S. PARA CUMPLIMIENTO DE IVA;15103;PROVIDENCIA;15;
76690993;0;MINERALS METALS AND ENGINEERING CHILE S.P.A.;CHATARRA;01201;IQUIQUE;1;
76732235;6;CONSTRUCTORA CANDELARIA SPA;CONTRATISTA;13000;SANTIAGO CENTRO;13;
76734196;2;CONSTRUCTORA COLBUN SPA;CONTRATISTA;07201;TALCA;7;
76766444;3;FT FOODS S.A.;CARNE;16401;SAN BERNARDO;16;
76769209;9;PATAGONIA FRUIT SPA;BERRIES;06101;RANCAGUA;6;
76820371;7;MANUFACTURAS DE COBRE SPA EN PROCEDIMIENTO CONCURSAL DE LIQUIDACI&#xD3;N;CHATARRA;02201;ANTOFAGASTA;2;
76824972;5;VICTOR PE&#xD1;A Y LILLO Y COMPA&#xD1;IA LIMITADA;CONTRATISTA;08201;CONCEPCION;8;
76844863;9;EXPORTADORA Y RECICLADORA MANQUE SPA;CHATARRA;16000;SANTIAGO SUR;16;
76845095;1;GUILLERMO NELSON ROZAS PORTALIER COMERCIALIZADORA DE METALES E.I.R.L.;CHATARRA;20000;SANTIAGO NORTE;20;
76865295;3;ITS RECICLAJE LIMITADA;CHATARRA;20000;SANTIAGO NORTE;20;
76933807;1;RECICLAJES FERNANDO HUESPE ALVAREZ E.I.R.L.;CHATARRA;08206;TALCAHUANO;8;
76937559;7;COMPRA VENTA DE METALES Y PLASTICOS MARIO JARA ESCOBAR E.I.R.L.;CHATARRA;08201;CONCEPCION;8;
76957731;9;RECICLADORA ABEL CEA CASTILLO E.I.R.L.;CHATARRA;08101;REGIONAL CHILLAN;21;
7966993;8;GARCIA GROSS CARLOS RENE;CONTRATISTA;13000;SANTIAGO CENTRO;13;
77107863;K;RECICLAJE DE METALES SCRAP SERVICE SPA;CHATARRA;16401;SAN BERNARDO;16;
77180654;6;VITAFOODS SPA;BERRIES;15000;SANTIAGO ORIENTE;15;
77197974;2;SOCIEDAD COMERCIAL FIMET SPA;CHATARRA;08201;CONCEPCION;8;
77261709;7;FRIGORIFICO CFC SPA;CARNE;15103;PROVIDENCIA;15;
77278931;9;FRIGORIFICO ANGOL SPA;CARNE;09101;ANGOL;9;
76541270;6;CONSTRUCTORA ALTURAS DEL SUR EN LIQUIDACION CONCURSAL SPA;CONTRATISTA;15103;PROVIDENCIA;15;
5515442;2;BAHAMONDES DONOSO ADRIANA LUCRECIA;CARNE;16300;LA FLORIDA;16;
1550628;8;TRONCOSO OVALLE LUIS SERGIO RUBEN;GANADO;15000;SANTIAGO ORIENTE;15;
1815126;K;RUIZ CRESPO BERNABE;TRIGO;14109;MAIPU;14;
1889475;0;PEREZ SERANI RAUL;TRIGO;15105;NUNOA;13;
2094023;9;GEISSE MESSING JUSTO;HARINA;10109;LA UNION;19;
2304400;5;EGUIGUREN HODGSON LUIS MANUEL FRANCISCO;PEQ.PROD.AGRICOLA;15000;SANTIAGO ORIENTE;15;
2423729;K;BERNEDO ZORZANO RUFINO SEGUNDO;TRIGO;09201;TEMUCO;9;
2455838;K;OSSANDON SAAVEDRA DOMINGO DEL TRANSITO;HARINA;04301;ILLAPEL;4;
2533552;K;GUIRESSE MONGASTON JUAN EDMUNDO;GANADO;10109;LA UNION;19;
2554859;0;LARRAIN BENAVENTE GERMAN;GANADO;10109;LA UNION;19;
2565771;3;GARCIA KOHLER EUSEBIO JUAN;GANADO;06101;RANCAGUA;6;
2639011;7;BUSCHMANN AUBEL MARTA ELENA;GANADO;10109;LA UNION;19;
2913043;4;FERNANDEZ DIEZ HUGO SIMON;GANADO;09109;VICTORIA;9;
2947819;8;TAMSEC PAEZ LUCILA;HARINA;02301;CALAMA;2;
2953451;9;LARRE ASENJO ENRIQUE;GANADO;10109;LA UNION;19;
2964385;7;WEBER SCHILLING CHRISTOF;GANADO;10201;OSORNO;10;
3098741;1;GOMEZ GOMEZ DANIEL SEGUNDO;HARINA;10401;CASTRO;10;
3124768;3;THONE SIEBERT RODOLFO WALTERIO;GANADO;10201;OSORNO;10;
3259088;8;HARGOUS GUARDIA JUAN PATRICIO RAFAEL;GANADO;07301;LINARES;7;
3369048;7;GIMPEL PEREZ EDUARDO DEL CARMEN;GANADO;10201;OSORNO;10;
3377491;5;RIQUELME MOLINA MAXIMILIANO;GANADO;08101;REGIONAL CHILLAN;21;
3453468;3;SALDIVIA SALDIVIA MARIA LUZMIRA;GANADO;10201;OSORNO;10;
3510475;5;MORENO PARRA JOSE AGUSTIN;GANADO;13000;SANTIAGO CENTRO;13;
3528284;K;ALVAREZ MONSALVE PEDRO ROBERTO;GANADO;10109;LA UNION;19;
3611018;K;NAJLE HAYE HUGO;CARNE;07301;LINARES;7;
3660435;2;BUSSE MOLINA EWALDO HERIBERTO;CONTRATISTA;10101;VALDIVIA;19;
3770945;K;VILLABLANCA VILLAGRAN HECTOR MARIO;CARNE;08101;REGIONAL CHILLAN;21;
4065221;3;AUBEL SCHOLZ ERNESTO GERMAN JORGE;GANADO;10201;OSORNO;10;
4223061;8;ANDERSON SEPULVEDA BLANCA ESTER NORMA DE LAS MERC;CARNE;13000;SANTIAGO CENTRO;13;
4258065;1;LOPEZ SERRANO LUCIANO;TRIGO;08101;REGIONAL CHILLAN;21;
4284210;9;SOLARI FALABELLA LILIANA MARIA TERESA;GANADO;16300;LA FLORIDA;16;
4306645;5;CARVAJAL CORTES PATRICIO;HARINA;04201;OVALLE;4;
4403272;4;NEUMANN KLENNER RUDY FERNANDO;TRIGO;10303;PUERTO VARAS;10;
4429047;2;GEBAUER HITSCHFELD ARMIN HERAT;GANADO;10201;OSORNO;10;
4431932;2;SWETT SAAVEDRA ALFONSO OMAR;GANADO;15000;SANTIAGO ORIENTE;15;
4531354;9;MUNITA BAEZA GABRIEL DEL SAGRADO CORAZON;GANADO;10201;OSORNO;10;
4749300;5;BARRIENTOS VERA ALBERTINA DEL CARMEN;GANADO;12205;PUNTA ARENAS;12;
4762951;9;DE LA CRUZ RODRIGUEZ JUAN CLAUDIO;GANADO;09101;ANGOL;9;
4817689;5;PASTRIAN OSORIO RAUL HUMBERTO;GANADO;20000;SANTIAGO NORTE;20;
4906465;9;FERNANDEZ IRURETA SERGIO FRANCISCO;HARINA;07301;LINARES;7;
5003245;0;GROB FUCHS AUGUSTO RODOLFO;TRIGO;08201;CONCEPCION;8;
5213839;6;ACUNA DONOSO MARIO ALBERTO;GANADO;06110;SAN VICENTE TAGUA TAGUA;6;
5261121;0;UBILLA ALARCON MARIA TERESA;PROD. SILVESTRES;06101;RANCAGUA;6;
5288325;3;PACHECO JARA JAIME HECTOR;GANADO;09109;VICTORIA;9;
5362310;7;ANDRADE VERA CASIANO;CONTRATISTA;08101;REGIONAL CHILLAN;21;
5557077;9;VELASCO CASTELLON MOISES;TRIGO;09201;TEMUCO;9;
5604152;4;VERGARA BENITEZ ALEJANDRO ENRIQUE;PEQ.PROD.AGRICOLA;08401;LOS ANGELES;8;
5679344;5;MAHER FAJER ADEL SALMAN;HARINA;09215;VILLARRICA;9;
5748448;9;ARIS LUCERO MARIO IVAN;PEQ.PROD.AGRICOLA;05303;VILLA ALEMANA;5;
5751879;0;PALACIOS DIAZ MARTA GLADYS;CARNE;01201;IQUIQUE;1;
5802826;6;CAMPOS CORRAL MARIO DIONISIO MARIA;GANADO;09201;TEMUCO;9;
5864762;4;GREZ PALACIOS MIGUEL ANGEL;HARINA;20000;SANTIAGO NORTE;20;
5878794;9;KIND MORSTADT JUAN ENRIQUE;GANADO;10201;OSORNO;10;
5889848;1;GARRIDO MUNOZ RUBEN ANTONIO;PEQ.PROD.AGRICOLA;08109;SAN CARLOS;21;
5919826;2;ARRIVE VITALI ANDRES ALBERTO;GANADO;09109;VICTORIA;9;
5955057;8;YANINE MILAD RICARDO SALVADOR;GANADO;08101;REGIONAL CHILLAN;21;
