NOMINA DE AGENTES RETENEDORES DE CAMBIO DE SUJETO ACTUALIZADA CON INFORMACION DE PUBLICACIONES EN EL DIARIO OFICIAL HASTA EL MES ANTERIOR
 
Cuerpo del RUT;Digito Verificador;Nombre/Razon Social;Producto;Codigo Unidad;Nombre Unidad;Regional;Dependencia de DGC
78064870;8; CONSTRUCTORA SAN VICENTE SPA;CONTRATISTA;15000;SANTIAGO ORIENTE;15;
78070670;8;SOC MOLINERA Y ARROCERA VILLANUEVA Y BAS;ARROZ;07401;CAUQUENES;7;
78071450;6;COMERCIALIZADORA DE PAPELES Y CARTONES IRENE HERNANDEZ E HIJOS LTDA;PAPEL-CARTON;16000;SANTIAGO SUR;16;
78080990;6;INGENIERIA Y OBRAS CIVILES INGEOMOV LTDA;CONTRATISTA;20000;SANTIAGO NORTE;20;
78086350;1;BRUSONI Y BRUSONI LIMITADA;GANADO;10201;OSORNO;10;
78090860;2;NUNEZ E HIJO SPA;CONTRATISTA;15000;SANTIAGO ORIENTE;15;
78103940;3;RAHAL Y CIA LTDA;HARINA;15103;PROVIDENCIA;15;
78105320;1;RENTA GRUAS SANTIAGO LIMITADA.;CARNE;13000;SANTIAGO CENTRO;13;
78113660;3;SOC AGRICOLA GANADERA Y FORESTAL MATAQUITO LTDA;GANADO;07201;TALCA;7;
78128430;0;SOC AGRICOLA RIO SUR LTDA;PEQ.PROD.AGRICOLA;08401;LOS ANGELES;8;
78135670;0;SOC COMERCIAL AMALIA BOLZONI Y COMPANIA;HARINA;08201;CONCEPCION;8;
78140620;1;INVERSIONES GOGOLPLEX LIMITADA;MADERA;15103;PROVIDENCIA;15;
78146220;9;SOC CONSTRUCTORA E INVERSIONES SOCOIN LTDA;CONTRATISTA;15103;PROVIDENCIA;15;
78151120;K;ACCURA SYSTEMS CHILE TECNOLOGIA EN REVESTIMIEMTO S A EN QUIEBRA;CONTRATISTA;15000;SANTIAGO ORIENTE;15;
78154310;1;KUPFER Y KUPFER S A;CONTRATISTA;15000;SANTIAGO ORIENTE;15;
78161690;7;TRANSPORTES ARTISA LIMITADA;ESP. HIDROBIOLOS;05302;VINA DEL MAR;5;
78173390;3;CARNES MAGALLANES CIA LTDA;GANADO;12205;PUNTA ARENAS;12;
78180180;1;AGROINDUSTRIAL VALLE FRIO SOCIEDAD ANONIMA;BERRIES;07101;CURICO;7;
78180590;4;CONSTRUCTORA JORGE ORELLANA LAVANDEROS SPA;CONTRATISTA;15103;PROVIDENCIA;15;
78185060;8;SOC AGRICOLA Y GANADERA EL SALTO LIMITADA;GANADO;10201;OSORNO;10;
78227100;8;SOCIEDAD ARIDOS Y PETREOS MAIPO S.A.;CONTRATISTA;20000;SANTIAGO NORTE;20;
78254990;1;CV TRADING S.A.;HARINA;16403;BUIN;16;
78260790;1;EXCAVACIONES JOMEX LIMITADA;CONTRATISTA;15105;NUNOA;13;
78284950;6;INMOBILIARIA JACARANDA LIMITDA;CONTRATISTA;05701;LOS ANDES;5;
78289580;K;INSAC SPA;CONTRATISTA;15105;NUNOA;13;
78331790;7;MADERAS MARTIN LTDA;MADERA;07208;CONSTITUCION;7;
78333550;6;MONTAJES ELECTRICOS Y PROYECTOS MEP LIMITADA;CONTRATISTA;13000;SANTIAGO CENTRO;13;
78355460;7;SERVICIOS Y CONSTRUCCIONES CHAPELTU LIMITADA;CONTRATISTA;08201;CONCEPCION;8;
78385900;9;COMERCIAL SAN FELIPE LIMITADA;CARNE;05501;QUILLOTA;5;
78386980;2;PESQUERA ISAURA LIMITADA;ESP. HIDROBIOLOS;01101;ARICA;18;
78390860;3;SUPERMERCADOS LA VIOLETA LIMITADA;GANADO;08201;CONCEPCION;8;
78397660;9;COMERCIAL LA COSTA DE OSORNO LIMITADA;PEQ.PROD.AGRICOLA;10201;OSORNO;10;
78408990;8;ADMINISTRADORA DE CENTROS COMERCIALES CENCOSUD SPA.;RETENEDOR C.S. PARA CUMPLIMIENTO DE IVA;15000;SANTIAGO ORIENTE;15;SI
78414400;3;CONSTRUCTORA VALLE CENTRAL LTDA;CONTRATISTA;13000;SANTIAGO CENTRO;13;
78427900;6;SOC AGRICOLA Y COMERCIAL SAN SEBASTIAN DE CRUCERO LIMITADA;PEQ.PROD.AGRICOLA;10109;LA UNION;19;
78453300;K;ORLANDO MUNOZ Y COMPANIA LIMITADA;CONTRATISTA;09201;TEMUCO;9;
78465080;4;ADELA JAIDAR E HIJO LTDA;LEGUMBRE;07305;PARRAL;7;
78475820;6;AGRICOLA AVILES LIMITADA;TRIGO;10109;LA UNION;19;
78475880;K;EMPRESA CONSTRUCTORA APF LIMITADA;CONTRATISTA;15000;SANTIAGO ORIENTE;15;
78486430;8;FAENADORA DE CARNES R V LTDA;CARNE;16000;SANTIAGO SUR;16;
78486430;8;FAENADORA DE CARNES R V LTDA;GANADO;16000;SANTIAGO SUR;16;
78489380;4;MOLINERA GORBEA LIMITADA;HARINA;09201;TEMUCO;9;
78504020;1;CONSTRUCTORA KAMEN SPA;CONTRATISTA;15000;SANTIAGO ORIENTE;15;
78505720;1;SOCIEDAD COMERCIAL SAN ALFONSO Y COMPANIA LIMITADA;MADERA;08201;CONCEPCION;8;
78515630;7;SERVICIOS FORESTALES EL NOGAL LTDA;PEQ.PROD.AGRICOLA;08101;REGIONAL CHILLAN;21;
78528690;1;CONSTRUCTORA FENIX LIMITADA;CONTRATISTA;06101;RANCAGUA;6;
78534370;0;CONSTRUCTORA TERRAMAR LTDA;CONTRATISTA;05302;VINA DEL MAR;5;
78563680;5;INGENIERIA CONSTRUCCION Y SERVICIOS INDUSTRIALES LIMITADA;CONTRATISTA;08401;LOS ANGELES;8;
78564510;3;CONSTRUCTORA MANZANO Y ASOCIADOS LIMITADA;CONTRATISTA;08201;CONCEPCION;8;
78570340;5;TORRES Y COMPANIA INGENIERIA Y CONSTRUCCION SPA;CONTRATISTA;14000;SANTIAGO PONIENTE;14;
78570780;K;ASERRADERO POCO A POCO LIMITADA;MADERA;08401;LOS ANGELES;8;
78588540;6;CONSTRUCTORA NUEVO AMANECER SPA;CONTRATISTA;05303;VILLA ALEMANA;5;
78602330;0;MADERAS JAIME VENTURELLI Y COMPANIA EN PROCEDIMIENTO CONCURSAL DE LIQUIDACION LTD;MADERA;15000;SANTIAGO ORIENTE;15;
78608850;K;SOC GONZALEZ MANES Y CIA LTDA;CARNE;06101;RANCAGUA;6;
78627210;6;HIPERMERCADOS TOTTUS SA;CARNE;13000;SANTIAGO CENTRO;13;SI
78632100;K;INOSTROZA Y RIOS INVERSIONES LIMITADA;CONTRATISTA;10303;PUERTO VARAS;10;
78637680;7;CONSTRUCCIONES MINERAS Y METALURGICAS S A;CONTRATISTA;15105;NUNOA;13;
78644080;7;SOC CONSTRUCTORA LAS ARAUCARIAS LIMITADA;CONTRATISTA;07101;CURICO;7;
78654730;K;COMERCIAL NAHUELBUTA EN LIQUIDACION LIMITADA;ESP. HIDROBIOLOS;15103;PROVIDENCIA;15;
78659200;3;AGRICOLA RICARDO Y MARIA TERESA MONTESINOS IROUME LTDA;GANADO;10201;OSORNO;10;
78661730;8;SOC CONSTRUCTORA RUCATREMO LIMITADA;CONTRATISTA;07101;CURICO;7;
78662420;7;MERA Y KONRAD ARQUITECTOS LIMITADA;CONTRATISTA;05302;VINA DEL MAR;5;
78722910;7;TOTTUS S.A.;CARNE;13000;SANTIAGO CENTRO;13;
78726260;0;SOC COMPACTADORA Y COMERC DE EXCEDENTES INDUSTRIALES FERRIKO LTDA;CHATARRA;15105;NUNOA;13;
78734030;K;PESQUERA Y CONSERVERA REAL LTDA;ESP. HIDROBIOLOS;12205;PUNTA ARENAS;12;
78743430;4;ASESORIAS E INVERSIONES K Y V LIMITADA;CONTRATISTA;15000;SANTIAGO ORIENTE;15;
78750920;7;COMERCIAL E INDUSTRIAL INDUGAN LIMITADA;CARNE;07201;TALCA;7;
78750920;7;COMERCIAL E INDUSTRIAL INDUGAN LIMITADA;GANADO;07201;TALCA;7;
78752120;7;INMOBILIARIA ALTAMAR LIMITADA;ESP. HIDROBIOLOS;08201;CONCEPCION;8;
78752960;7;SOCIEDAD DE TRANSPORTES COMERCIALIZADORA Y MOLINERA TEMUCO SCHEID LTDA;PEQ.PROD.AGRICOLA;09201;TEMUCO;9;
78754560;2;AQUACHILE MAGALLANES SPA;ESP. HIDROBIOLOS;12101;PUERTO NATALES;12;SI
78758110;2;EMPRESA CONSTRUCTORA E INMOBILIARIA CEMBRA LTDA;CONTRATISTA;13000;SANTIAGO CENTRO;13;
78761340;3;CONSTRUCTORA KRAMM LIMITADA;CONTRATISTA;10201;OSORNO;10;
78770990;7;CONSTRUCTORA G L S LTDA;CONTRATISTA;15000;SANTIAGO ORIENTE;15;
78792690;8;SOC JUAN CARLOS LATSAGUE HICKMANN Y COMPANIA LIMITADA;MADERA;08401;LOS ANGELES;8;
78799470;9;VALLE Y FLORSHEIM LIMITADA;CONTRATISTA;15000;SANTIAGO ORIENTE;15;
78813070;8;TAMM SERVICES SPA;RETENEDOR C.S. PARA CUMPLIMIENTO DE IVA;06101;RANCAGUA;6;
78816720;2;SOC AGRICOLA Y COMERCIAL RIO NEGRO LIMITADA;GANADO;15103;PROVIDENCIA;15;
78837700;2;COMERCIAL ABEL MATEO Y CIA LTDA;GANADO;16000;SANTIAGO SUR;16;
78841220;7;SOC PESQUERA SAN FERNANDO LIMITADA;ESP. HIDROBIOLOS;15000;SANTIAGO ORIENTE;15;
78881530;1;INGENIERIA PUBLICITARIA LIMITADA;CONTRATISTA;13000;SANTIAGO CENTRO;13;
78893350;9;OCEAN INVESTMENTS S.A.;ESP. HIDROBIOLOS;15103;PROVIDENCIA;15;
78904920;3;AGRICOLA FORESTAL INDUSTRIAL Y COMERCIAL GOMAQ LIMITADA;HARINA;08109;SAN CARLOS;21;
78966250;9;COMERCIAL LAGUNILLAS LIMITADA;CARNE;08201;CONCEPCION;8;
79500420;3;CONSTRUCTORA SAN JOSE LIMITADA;CONTRATISTA;15000;SANTIAGO ORIENTE;15;
79500710;5;SOCIEDAD  COMERCIAL AGROSUR LTDA;HARINA;08101;REGIONAL CHILLAN;21;
79500980;9;SOC AGRICOLA Y FORESTAL DEGENFELD LIMITADA;MADERA;10201;OSORNO;10;
79503550;8;JOSE LINARES Y COMPANIA LIMITADA;CARNE;05302;VINA DEL MAR;5;
79510320;1;BUSES BIO BIO SPA;RETENEDOR C.S. PARA CUMPLIMIENTO DE IVA;09201;TEMUCO;9;
79511970;1;WALTER BASCUNAN SOCIEDAD ANONIMA;GANADO;07301;LINARES;7;
79530440;1;COMERCIAL E INDUSTRIAL EL MONTE SPA;CARNE;14109;MAIPU;14;
79532010;5;MADERAS SAN CRISTOBAL LTDA;MADERA;08401;LOS ANGELES;8;
79540520;8;CONSTRUCTORA MALPO SPA;CONTRATISTA;07201;TALCA;7;
79566890;K;AGRICOLA Y GANADERA LA ESTRELLA LIMITADA;GANADO;10303;PUERTO VARAS;10;
79574560;2;IG-VENTURES S.A.;BERRIES;15000;SANTIAGO ORIENTE;15;
79576180;2;PLACACENTROS MASISA CHILE SA;MADERA;16000;SANTIAGO SUR;16;SI
79579320;8;SOCIEDAD AGR&#xCD;COLA, FORESTAL Y GANADERA LA SUERTE LIMITADA;GANADO;14000;SANTIAGO PONIENTE;14;
79596840;7;AGRICOLA LAS ENCINAS LTDA;GANADO;10303;PUERTO VARAS;10;
79599430;0;SOCIEDAD PESQUERA ARKHOS SPA;ESP. HIDROBIOLOS;01101;ARICA;18;
79606540;0;MOLINO ARROCERO FARPAL  SPA;ARROZ;07305;PARRAL;7;
79609070;7;EMPRESA CONSTRUCTORA ANCORA LTDA;CONTRATISTA;15000;SANTIAGO ORIENTE;15;
79609480;K;SOC AGRICOLA MACHICURA LTDA EN LIQUIDACION;BERRIES;13000;SANTIAGO CENTRO;13;
79617670;9;EMPRESA CONSTRUCTORA ORMUZ LIMITADA;CONTRATISTA;15103;PROVIDENCIA;15;
79651250;4;EMPRESA CONSTRUCTORA ALFIL LIMITADA;CONTRATISTA;05303;VILLA ALEMANA;5;
79658950;7;YANINE Y MILAD LIMITADA;HARINA;08101;REGIONAL CHILLAN;21;
79667660;4;CONSTRUCTORA AC LTDA;CONTRATISTA;15000;SANTIAGO ORIENTE;15;
79675180;0;CONSTRUCTORA SERENA S.A.;CONTRATISTA;04101;LA SERENA;4;
79675380;3;NEVADA CHILE S.A.;PEQ.PROD.AGRICOLA;15000;SANTIAGO ORIENTE;15;
79680850;0;SOC MOLINERA Y COMERCIAL LOS ANGELES LIM;HARINA;08101;REGIONAL CHILLAN;21;
79680850;0;SOC MOLINERA Y COMERCIAL LOS ANGELES LIM;PEQ.PROD.AGRICOLA;08101;REGIONAL CHILLAN;21;
79684420;5;INTERNATIONAL GRAIN TRADE CHILE LIMITADA;LEGUMBRE;08109;SAN CARLOS;21;
79693780;7;CIA DE COMERCIO Y DESARROLLO PESQUERO MAGALLANES LTDA;ESP. HIDROBIOLOS;12205;PUNTA ARENAS;12;
79694100;6;AGRICOLA LONCOYEN LTDA;TRIGO;10101;VALDIVIA;19;
79696620;3;SOCIEDAD COMERCIAL, INDUSTRIAL Y DE INVERSIONES XIMPLAR LIMITADA;MADERA;09109;VICTORIA;9;
79696620;3;SOCIEDAD COMERCIAL, INDUSTRIAL Y DE INVERSIONES XIMPLAR LIMITADA;PEQ.PROD.AGRICOLA;09109;VICTORIA;9;
79708100;0;SOC CONSTRUCTORA CARLOS ZIRPEL ROIG Y CO;CONTRATISTA;08201;CONCEPCION;8;
79714100;3;SOCIEDAD COMERCIAL ALUMTEC SPA;CONTRATISTA;05302;VINA DEL MAR;5;
79717880;2;EMPRESA CONSTRUCTORA MORIZON NERCASSEAU LTDA.;CONTRATISTA;15103;PROVIDENCIA;15;
79722500;2;INDUSTRIA PROVEEDORA DE PARTES METALURGICAS LTDA;CHATARRA;02301;CALAMA;2;
79732510;4;MATADERO FRIGORIFICO GUERRA E HIJOS LIMITADA;CARNE;07101;CURICO;7;
79732510;4;MATADERO FRIGORIFICO GUERRA E HIJOS LIMITADA;GANADO;07101;CURICO;7;
79732940;1;BEZANILLA CONSTRUCCIONES LIMITADA;CONTRATISTA;05302;VINA DEL MAR;5;
79734470;2;SOC PESQUERA PACIFICO AUSTRAL S.A. EN QUIEBRA;ESP. HIDROBIOLOS;15103;PROVIDENCIA;15;
79742900;7;CONSTRUCTORA Y COMERCIAL COVAL LIMITADA;CONTRATISTA;15103;PROVIDENCIA;15;
79743390;K;SOC AGRICOLA LA SELVA LIMITADA;TRIGO;09201;TEMUCO;9;
79746250;0;ELABORADORA DE ALIMENTOS FRUTALE LIMITADA;RETENEDOR C.S. PARA CUMPLIMIENTO DE IVA;15103;PROVIDENCIA;15;
79747660;9;SERV DE INGENIERIA Y CONSTRUCCION FERNANDO RIQUELME VILLANUEVA E.I.R.L;CONTRATISTA;16300;LA FLORIDA;16;
79747870;9;SOC COMERCIAL IMPEX LTDA;CONTRATISTA;12205;PUNTA ARENAS;12;
79751060;2;GANADERA ABAROA S A;CARNE;15103;PROVIDENCIA;15;
79751930;8;INMOBILIARIA Y CONSTRUCTORA EL CERRO LIMITADA;CONTRATISTA;15103;PROVIDENCIA;15;
79765090;0;REDES NITTO CHILE LTDA;RETENEDOR C.S. PARA CUMPLIMIENTO DE IVA;01201;IQUIQUE;1;
79777210;0;OVALLE Y COMPANIA LIMITADA;CONTRATISTA;15000;SANTIAGO ORIENTE;15;
79788640;8;FORESTAL MAGASA LIMITADA;MADERA;09201;TEMUCO;9;
79799380;8;AGRICOLA RIO CRUCES SPA;GANADO;10101;VALDIVIA;19;
79802690;9;MASMADERA LTDA;MADERA;08101;REGIONAL CHILLAN;21;
79804220;3;FRUTAS Y HORTALIZAS DEL SUR S A;BERRIES;08109;SAN CARLOS;21;
79804220;3;FRUTAS Y HORTALIZAS DEL SUR S A;PROD. SILVESTRES;08109;SAN CARLOS;21;
79805270;5;INVERSIONES LOS MOLINOS LTDA;GANADO;16000;SANTIAGO SUR;16;
79806930;6;PLANTA FAENADORA SAN FRANCISCOS A;CARNE;07101;CURICO;7;
79816570;4;SOC AGRICOLA GRANJA SAN RAFAEL LIMITADA;GANADO;07201;TALCA;7;
79825760;9;PESQUERA CALYPSO LIMITADA;ESP. HIDROBIOLOS;10101;VALDIVIA;19;
79845600;8;MATERCO LIMITADA;CONTRATISTA;15105;NUNOA;13;
79846670;4;NH FOODS CHILE Y COMPANIA LIMITADA;ESP. HIDROBIOLOS;15000;SANTIAGO ORIENTE;15;
79848030;8;CONSTRUCTORA JARTA LIMITADA;CONTRATISTA;01201;IQUIQUE;1;
79853450;5;PEZOA Y GALLEGOS LIMITADA;MADERA;08401;LOS ANGELES;8;
79853530;7;SOC AGRICOLA Y FORESTAL STA ANA DE PILE;TRIGO;08401;LOS ANGELES;8;
79859740;K;CAMPOS DEL SUR S.A.;GANADO;10201;OSORNO;10;
79868540;6;SOC COMERCIALIZADORA DE PESCADOS MARISCOS Y OTROS LIMITADA;ESP. HIDROBIOLOS;02101;TOCOPILLA;2;
79870700;0;INGENIERIA Y CONSTRUCCIONES INGESOL LTDA;CONTRATISTA;16000;SANTIAGO SUR;16;
79872420;7;EXPORTADORA LOS FIORDOS LIMITADA;ESP. HIDROBIOLOS;06101;RANCAGUA;6;SI
79872420;7;EXPORTADORA LOS FIORDOS LIMITADA;TRIGO;06101;RANCAGUA;6;SI
79883210;7;FORESTAL COMACO S A;PEQ.PROD.AGRICOLA;08206;TALCAHUANO;8;
79888170;1;INSPECTA S A;CONTRATISTA;15000;SANTIAGO ORIENTE;15;
79895730;9;SOC CONSTRUCTORA SANTA CRUZ S.A.;CONTRATISTA;15103;PROVIDENCIA;15;
79896000;8;AGRICOLA VALGO LIMITADA;GANADO;05601;SAN FELIPE;5;
79901920;5;NAHUELBUTA S A;GANADO;15000;SANTIAGO ORIENTE;15;
79905460;4;CONSTRUCTORA MONACO LTDA;CONTRATISTA;15105;NUNOA;13;
79908510;0;SERVICIOS Y CONSTRUCCIONES FERNANDO LAZCANO LTDA;CONTRATISTA;07201;TALCA;7;
79910700;7;CALETA BAY MAR SPA;ESP. HIDROBIOLOS;15000;SANTIAGO ORIENTE;15;
79961920;2;SOC AGRICOLA LAS MERCEDES LTDA;GANADO;10201;OSORNO;10;
79966960;9;CONSTRUCTORA ANTILLANCA LTDA;CONTRATISTA;15103;PROVIDENCIA;15;
79997660;9;GONZALEZ TWYMAN Y COMPANIA LIMITADA;CARNE;12205;PUNTA ARENAS;12;
79998670;1;METALES Y PLASTICOS S A;CONTRATISTA;15103;PROVIDENCIA;15;
80204600;6;JORGE CID Y HNOS;CARNE;03201;COPIAPO;3;
80231300;4;CONSTRUCTORA CAPREVA S A;CONTRATISTA;10101;VALDIVIA;19;
80596400;6;MARTINEZ FIEGEHEN S A;PEQ.PROD.AGRICOLA;07301;LINARES;7;
80634800;7;MODINGER HERMANOS SOCIEDAD ANONIMA;CARNE;10303;PUERTO VARAS;10;
80661700;8;MUNOZ HNOS SOCIEDAD LTDA;HARINA;09201;TEMUCO;9;
80860400;0;BLUMAR S.A.;ESP. HIDROBIOLOS;15000;SANTIAGO ORIENTE;15;SI
80955400;7;SUAREZ Y CIA LTDA;CARNE;14000;SANTIAGO PONIENTE;14;
80965500;8;PROYECTOS Y CONSTRUCCIONES TASCO LIMITADA;CONTRATISTA;15103;PROVIDENCIA;15;
81094100;6;COOP AGRICOLA Y LECHERA DE LA UNION LTDA;PEQ.PROD.AGRICOLA;10109;LA UNION;19;
81113700;6;AGRICOLA Y FORESTAL BAGARO  SPA;MADERA;15103;PROVIDENCIA;15;
81150800;4;INTERAM COMERCIAL SA;CARNE;20000;SANTIAGO NORTE;20;
81161500;5;CONSERVAS CENTAURO S.A.;PEQ.PROD.AGRICOLA;05501;QUILLOTA;5;
81187800;6;COSMOPLAS SOCIEDAD AN&#xD3;NIMA;RETENEDOR C.S. PARA CUMPLIMIENTO DE IVA;14000;SANTIAGO PONIENTE;14;
81290800;6;COMPANIA AGROPECUARIA COPEVAL S A;RETENEDOR C.S. PARA CUMPLIMIENTO DE IVA;06201;SAN FERNANDO;6;
81380500;6;UNIVERSIDAD AUSTRAL DE CHILE;ESP. HIDROBIOLOS;10101;VALDIVIA;19;
81451400;5;ENRIQUE ZAROR Y CIA LTDA;CARNE;07201;TALCA;7;
81451400;5;ENRIQUE ZAROR Y CIA LTDA;GANADO;07201;TALCA;7;
81670500;2;COOP CAMPESINA CHACAY SN VICENTE LTDA;PEQ.PROD.AGRICOLA;08109;SAN CARLOS;21;
81679100;6;COOP CAMPESINA RIO BUENO LIMITADA;HARINA;10109;LA UNION;19;
81734000;8;SUC SALVADOR YANINE ABADI;GANADO;08101;REGIONAL CHILLAN;21;
81886800;6;AGROGANADERA PATAGONICA LIMITADA;GANADO;11401;COYHAIQUE;11;
81964200;1;ALIMENTICIOS FELCO S A;CARNE;10201;OSORNO;10;
82311000;6;INGENIERIA Y CONSTRUCCION LIRA Y   COX S A;CONTRATISTA;15103;PROVIDENCIA;15;
82392600;6;COOP AGRICOLA Y DE SERVICIOS LIMITADA;GANADO;10201;OSORNO;10;
82816500;3;AGRICOLA E INDUSTRIAL MOLINERA PARRAL LT;PEQ.PROD.AGRICOLA;07305;PARRAL;7;
82841100;4;COOP CAMPESINA CHACAYAL LTDA;TRIGO;08401;LOS ANGELES;8;
82982300;4;DISTRIBUIDORA DE INDUSTRIAS NACIONALES S.A.;RETENEDOR C.S. PARA CUMPLIMIENTO DE IVA;15103;PROVIDENCIA;15;
83017600;4;NIBSA S A;CHATARRA;14000;SANTIAGO PONIENTE;14;
83102900;5;COMERCIAL CHACAO S A;HARINA;16000;SANTIAGO SUR;16;
83502700;7;EMPRESA CONSTRUCTORA BERCEP LTDA;CONTRATISTA;16000;SANTIAGO SUR;16;
83699400;0;IZQUIERDO Y WIELANDT ARICA LTDA;CONTRATISTA;15000;SANTIAGO ORIENTE;15;
83711900;6;SERVICIOS COMERCIO E INDUSTRIA INDUSERVC;HARINA;16300;LA FLORIDA;16;
83776000;3;EMPRESA CONSTRUCTORA CONTEX LTDA;CONTRATISTA;20000;SANTIAGO NORTE;20;
83850900;2;ARAVENA HERMANOS LIMITADA;MADERA;08206;TALCAHUANO;8;
83935900;4;VIDRIERIA PRAT SA;CONTRATISTA;08201;CONCEPCION;8;
83952900;7;CARLOS MARIN E HIJO LTDA;CONTRATISTA;08201;CONCEPCION;8;
84066000;1;PUELCHE S A;PEQ.PROD.AGRICOLA;08401;LOS ANGELES;8;
84081900;0;EMPRESA CONSTRUC DE VIVIENDAS ECONOM ANTILHUE LTDA;CONTRATISTA;15103;PROVIDENCIA;15;
84301800;9;COMERCIAL LAS BRUJAS S.A.;CARNE;08201;CONCEPCION;8;
84306400;0;FRIGORIFICO CAMER LIMITADA;CARNE;16401;SAN BERNARDO;16;
84372700;K;ATLAS EXPORTACIONES E IMPORTACIONES S A;LEGUMBRE;05301;VALPARAISO;5;
84439900;6;CONSTRUCTORA PACAL S A;CONTRATISTA;15103;PROVIDENCIA;15;
84551600;6;PRODUCTORES Y EXPORTADORES DEL AGRO LTDA;LEGUMBRE;14000;SANTIAGO PONIENTE;14;
84780600;1;TAGLE ARDUENGO Y COMPANIA SPA;GANADO;06201;SAN FERNANDO;6;
84833100;7;CIA AGRICOLA Y FORESTAL EL ALAMO LIMITADA;MADERA;15103;PROVIDENCIA;15;
85051600;6;COMERCIAL HUAL LTDA;CHATARRA;14109;MAIPU;14;
85205400;K;SOC DE INVERSIONES Y AGRICOLA EL COIHUE LIMITADA;PEQ.PROD.AGRICOLA;09215;VILLARRICA;9;
85233500;9;FABRIMETAL S A;CONTRATISTA;14000;SANTIAGO PONIENTE;14;
85241400;6;SOC PRODUCTORA Y DISTRIBUIDORA S A;TRIGO;05501;QUILLOTA;5;
85503400;K;SOC.AGRICOLA SANTA VICTORIA LTDA.;TRIGO;15000;SANTIAGO ORIENTE;15;
85567100;K;IDAL S A;HARINA;15000;SANTIAGO ORIENTE;15;
85896100;9;SERVICIOS EQUIFAX CHILE LIMITADA;RETENEDOR C.S. PARA CUMPLIMIENTO DE IVA;15000;SANTIAGO ORIENTE;15;
85939500;7;CONSTRUCTORA PAMA LTDA;CONTRATISTA;12205;PUNTA ARENAS;12;
86116200;1;EMPRESA CONSTRUCTORA DEL CHOAPA LTDA;CONTRATISTA;13000;SANTIAGO CENTRO;13;
86272200;0;SOCIEDAD FORESTAL SAN PEDRO S.A.;MADERA;07201;TALCA;7;
86300000;9;FORESTAL DIGUILLIN S A;PEQ.PROD.AGRICOLA;08401;LOS ANGELES;8;
86381300;K;FRUTERA SAN FERNANDO SOCIEDAD ANONIMA;BERRIES;15000;SANTIAGO ORIENTE;15;
86414300;8;CONSTRUCCIONES E INVERSIONES MOLINAMOREL CUARENTA Y OCHO LTDA;CONTRATISTA;15000;SANTIAGO ORIENTE;15;
86446400;9;EMPRESA CONSTRUCTORA PRIEWER Y PRIEWER LIMITADA;CONTRATISTA;05303;VILLA ALEMANA;5;
86486100;8;CECINAS BAVARIA LIMITADA;GANADO;16403;BUIN;16;
86752500;9;INDUSTRIA DE ACERO MANUFACTURADO LIMITADA;CHATARRA;08201;CONCEPCION;8;
86776400;3;AGRICOLA SANTA CARMEN S.A.;BERRIES;10201;OSORNO;10;
86856700;7;CONSTRUCTORA NOVATEC S.A.;CONTRATISTA;15000;SANTIAGO ORIENTE;15;SI
87161100;9;DIRECTV CHILE TELEVISION LIMITADA;PREPAGO TELEFONIA;15000;SANTIAGO ORIENTE;15;
87526200;9;FRIGORIFICO LA CALERA LIMITADA;GANADO;05501;QUILLOTA;5;
87609600;5;MOLINERA AUTONELL LIMITADA;HARINA;08101;REGIONAL CHILLAN;21;
87675300;6;CONSTRUCTORA FOOKES Y SOCHTING LTDA;CONTRATISTA;15103;PROVIDENCIA;15;
87749600;7;INGENIERIA INTEGRAL FRAY JORGE S A;CHATARRA;15105;NUNOA;13;
87756500;9;ENAP REFINERIAS S A;RETENEDOR C.S. PARA CUMPLIMIENTO DE IVA;05302;VINA DEL MAR;5;SI
87949500;8;GLASSTECH S A;CONTRATISTA;14000;SANTIAGO PONIENTE;14;
87998500;5;MOLINERA PAMOL LIMITADA;HARINA;14601;MELIPILLA;14;
88238300;8;EMPRESA COMERCIAL E INDUSTRIAL BUENSABOR LTDA;CARNE;13000;SANTIAGO CENTRO;13;
88273700;4;PROYECTO MADERAS CONSTRUCCIONES LIMITADA;MADERA;13000;SANTIAGO CENTRO;13;
88486700;2;INVERSIONES LA COMPANIA SPA;ESP. HIDROBIOLOS;13000;SANTIAGO CENTRO;13;
88545500;K;SOC AGRICOLA COMERCIAL Y GANADERA CHAYACURA LIMITADA;GANADO;07301;LINARES;7;
88639200;1;SOC FIDEL YEVENES E HIJO LIMITADA;PEQ.PROD.AGRICOLA;08101;REGIONAL CHILLAN;21;
88782800;8;MOMBERG,BORQUEZ Y CIA LTDA;GANADO;10201;OSORNO;10;
88792300;0;AGROINDUSTRIAS LOMAS COLORADAS LTDA;GANADO;08201;CONCEPCION;8;
88953700;0;SOC CONSTRUCTORA VILLALOBOS LTDA;CONTRATISTA;02201;ANTOFAGASTA;2;
89037200;7;SOC MOLINOS SANTA ELENA LIMITADA;TRIGO;10101;VALDIVIA;19;
89063000;6;SOC AGRICOLA PAILAPIFIL LIMITADA;GANADO;10101;VALDIVIA;19;
89066200;5;SOC COMERCIAL JOSE MARIN ANTONIN Y COMPANIA LIMITADA;GANADO;12205;PUNTA ARENAS;12;
89126400;3;SAN FELIPE S A;CONTRATISTA;20000;SANTIAGO NORTE;20;
